트위터,날짜
"지역상권 초토화시키는 일본기업 롯데불매운동 화원, 세탁소, 편의점, 헤어숍, 롭스(LOHB’s) 완구 등 입점 롯데百, 광교신도시에 도심형 아울렛 개장 http://www.newsis.com/article/view.htm?ar_id=NISX20150903_0010265205 … #도화선 소상공인연합회 #소상공인연합회",2015-09-03
"지역상권 초토화시키는 일본기업 롯데불매운동 화원, 세탁소, 편의점, 헤어숍, 롭스(LOHB’s) 완구 등 입점 롯데百, 광교신도시에 도심형 아울렛 개장 http://ln.is/www.newsis.com/artic/ekmCO … #도화선 소상공인연합회 #소상공인연합회",2015-09-03
"지역상권 초토화시키는 일본기업 롯데불매운동 화원, 세탁소, 편의점, 헤어숍, 롭스(LOHB’s) 완구 등 입점 롯데百, 광교신도시에 도심형 아울렛 개장 http://www.newsis.com/article/view.htm?ar_id=NISX20150903_0010265205 … #도화선 소상공인연합회 #소상공인연합회",2015-09-03
"툭하면 망언과 도발을 일삼는 아베 추종일파 ""저질 지라시 산케이 신문의 작태"" ""존경해야 할 다른나라 국가수반을 모욕. 평화유지 활동을 전개하는 유엔의 총수 모독"" ""일본산 제품 불매운동 전개로 버릇을 고쳐야""",2015-09-02
@zkzk1042 지미럴!!! 일본기업인 롯데 불매운동,2015-09-01
일본산 제품 불매운동,2015-08-31
대한민국 국가원수 모독하는 일본산 제품 불매운동 혼다 자동차부터 시작합시다.,2015-08-31
천박하기 이를데 없는 아베 추종자들 감히 조선의 국모를 살해하고 현직대통령을 그 살해 된 국모에 비유를...오늘부터 일본 산 불매운동벌여야 합니다. 일본산 불매운동으로 대한민국의 의기가 남아 있음을 보여야 할때입니다...,2015-08-31
"일본기업 롯데불매운동 끝을 봅시다! 法 ""롯데 빼빼로 상자, 日디자인 베낀 것..제품 폐기해야"" http://bit.ly/1MTYZlH #도화선 소상공인연합회",2015-08-29
"일본기업 롯데불매운동 끝을 봅시다! 法 ""롯데 빼빼로 상자, 日디자인 베낀 것..제품 폐기해야"" http://media.daum.net/v/20150823101606603?f=m … #도화선 소상공인연합회",2015-08-29
"일본기업 롯데불매운동 끝을 봅시다! 法 ""롯데 빼빼로 상자, 日디자인 베낀 것..제품 폐기해야"" http://media.daum.net/v/20150823101606603?f=m … #도화선 소상공인연합회",2015-08-29
"일본기업 롯데불매운동 끝을 봅시다! 法 ""롯데 빼빼로 상자, 日디자인 베낀 것..제품 폐기해야"" http://media.daum.net/v/20150823101606603?f=m … #도화선 소상공인연합회",2015-08-29
"일본기업 롯데불매운동 끝을 봅시다! 法 ""롯데 빼빼로 상자, 日디자인 베낀 것..제품 폐기해야"" http://media.daum.net/v/20150823101606603?f=m … #도화선 소상공인연합회",2015-08-29
일본기업 롯데불매운동 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 #도화선,2015-08-27
"""롯데불매운동"" 일본기업인 롯데는 대한민국을 ""봉"" ""봉"" ""봉""이라 볼 뿐입니다. ㅠㅠ #도화선 #소상공인연합회pic.twitter.com/dPOTaD86aq",2015-08-26
"""롯데불매운동"" 일본기업인 롯데는 대한민국을 ""봉"" ""봉"" ""봉""이라 볼 뿐입니다. ㅠㅠ #도화선 소상공인연합회pic.twitter.com/lGqSZhjFFu",2015-08-26
"""롯데불매운동"" 일본기업인 롯데는 대한민국을 ""봉"" ""봉"" ""봉""이라 볼 뿐입니다. ㅠㅠ #도화선 소상공인연합회",2015-08-26
"""롯데불매운동"" 일본기업인 롯데는 대한민국을 ""봉"" ""봉"" ""봉""이라 볼 뿐입니다. ㅠㅠ #도화선 소상공인연합회pic.twitter.com/nRk7svWDRK",2015-08-26
"""롯데불매운동"" 일본기업인 롯데는 대한민국을 ""봉"" ""봉"" ""봉""이라 볼 뿐입니다. ㅠㅠ #도화선 소상공인연합회pic.twitter.com/o6N1ycZwDj",2015-08-26
"일본기업의 롯데탄산음료 ""트레비"" 불매운동 합시다! 남녀노소 모두 즐기는 탄산수 트레비, 상반기 매출 200억 껑충 http://www.etoday.co.kr/news/section/newsview.php?idxno=1187878 … #도화선 소상공인연합회 http://img.etoday.co.kr/pto_db/2015/08/20150826025726_700596_550_412.jpg …",2015-08-26
"일본기업의 롯데탄산음료 ""트레비"" 불매운동 합시다! 남녀노소 모두 즐기는 탄산수 트레비, 상반기 매출 200억 껑충 http://www.etoday.co.kr/news/section/newsview.php?idxno=1187878 … #도화선 소상공인연합회 http://img.etoday.co.kr/pto_db/2015/08/20150826025726_700596_550_412.jpg …",2015-08-26
"일본기업의 롯데탄산음료 ""트레비"" 불매운동 합시다! 남녀노소 모두 즐기는 탄산수 트레비, 상반기 매출 200억 껑충 http://www.etoday.co.kr/news/section/newsview.php?idxno=1187878 … #도화선 소상공인연합회 http://img.etoday.co.kr/pto_db/2015/08/20150826025726_700596_550_412.jpg …",2015-08-26
"일본기업의 롯데탄산음료 ""트레비"" 불매운동 합시다! 남녀노소 모두 즐기는 탄산수 트레비, 상반기 매출 200억 껑충 http://www.etoday.co.kr/news/section/newsview.php?idxno=1187878 … #도화선 소상공인연합회 http://img.etoday.co.kr/pto_db/2015/08/20150826025726_700596_550_412.jpg …",2015-08-26
"일본기업의 롯데탄산음료 ""트레비"" 불매운동 합시다! 남녀노소 모두 즐기는 탄산수 트레비, 상반기 매출 200억 껑충 http://www.etoday.co.kr/news/section/newsview.php?idxno=1187878 … #도화선 소상공인연합회 http://img.etoday.co.kr/pto_db/2015/08/20150826025726_700596_550_412.jpg …",2015-08-26
@newsvop @tkadnjs7900 지금도 롯데그룹 응원하는 연예인들과 파워블로거 들 다 정리합시다! 쪽빠리 일본기업 롯데불매운동,2015-08-24
일본기업 롯데불매운동 롯데 선전에 열 올리는 연예인들도 대한민국에서 아웃시켜야 될 듯합니다 연예인들은 일본기업 롯데를 왜 위하는가? #도화선 소상공인연합회,2015-08-24
"롯데는 일본기업 불매운동 공정위, 롯데 부실자료 제출 묵인했나? 공정위는 올해1월23일,4월2일,6월26일,7월2일 등 총 네 차례에 걸쳐 상호출자제한집단에 대한 관련자료 요구? http://bit.ly/1LpURbt #도화선 소상공인연합회",2015-08-23
"롯데는 일본기업 불매운동 공정위, 롯데 부실자료 제출 묵인했나? 공정위는 올해1월23일,4월2일,6월26일,7월2일 등 총 네 차례에 걸쳐 상호출자제한집단에 대한 관련자료 요구? http://ln.is/me2.do/ajEJc #도화선 소상공인연합회",2015-08-23
"롯데는 일본기업 불매운동 공정위, 롯데 부실자료 제출 묵인했나? 공정위는 올해1월23일,4월2일,6월26일,7월2일 등 총 네 차례에 걸쳐 상호출자제한집단에 대한 관련자료 요구? http://me2.do/FWXPtFNp #도화선 소상공인연합회",2015-08-23
"롯데는 일본기업 불매운동 공정위, 롯데 부실자료 제출 묵인했나? 공정위는 올해1월23일,4월2일,6월26일,7월2일 등 총 네 차례에 걸쳐 상호출자제한집단에 대한 관련자료 요구? http://me2.do/FWXPtFNp #도화선 소상공인연합회",2015-08-23
"롯데는 일본기업 불매운동 공정위, 롯데 부실자료 제출 묵인했나? 공정위는 올해1월23일,4월2일,6월26일,7월2일 등 총 네 차례에 걸쳐 상호출자제한집단에 대한 관련자료 요구? http://ln.is/me2.do/UK2pk #도화선 소상공인연합회",2015-08-23
롯데그룹 일본회사 롯데리아 불매운동 pic.twitter.com/7FxWGr4BMh,2015-08-20
기업이 잘못 하고 있을 때 소비자는 불매운동을 하는 것 뿐인데 왜 롯데가 일본기업이 아니라고 주장하면서 롯데를 불매하면 국수주의가 되고 우려할 상황이 되는 것일까.,2015-08-19
"일본 유니클로, 롯데와 손잡고 한국시장 장악 | 연합뉴스 유니클로 미쯔비씨와같은전범기업이죠 불매운동 해야합니다 방사능이옷에묻으면몸에들어가영원히안나옵니다 일본원자재 재앙그자체입니다 http://m.yna.co.kr/kr/contents/?cid=AKR20150818162500030&input=feed_daum …",2015-08-19
북한에서 부위원장에 노동상까지 지낸 골수공산당 김원봉은 대한민국을 지키기 위해 일본과 맞선 대한민국의 독립운동가가 아니라 공산당 활동가다.공산당을 영웅으로 둔갑시키는데 투자한 기업물건은 불매운동을 벌여야한다. pic.twitter.com/VGwKxtPs9s,2015-08-18
롯데 불매운동 제안합니다 피겨스캐이팅 김연아 후원 안하고 아사다마오만 후원한게 롯데입니다 롯데는 일본 기업입니다,2015-08-17
"일본기업인 롯데 ""불매운동""에 참여합시다. #도화선 소상공인연합회https://twitter.com/EXO_FANBASE/status/631440091072741376 …",2015-08-17
@kji00778801 @kimyiha 롯데사태로 불매운동이 벌어지고 있는데도 제2롯데월드는 북새통을 이뤘다고 합니다. 이게 뭡니까? 일본기업임이 여실히 드러났는데도 대한민국 국민 여러분 자각합시다!,2015-08-17
""" @tkadnjs4770: 일본기업 '롯데 불매운동' 아줌마부대가 심상치 않아 http://m.mediapen.com/news/articleView.html?idxno=87926 … #도화선 소상공인연합회 pic.twitter.com/QBcuAWSMEj""관련없는 얘기지만 손혜원 홍보위원장의 타깃이 아줌마다 탁월하다.",2015-08-17
"일본롯데지분의 호텔롯데 상장 동의는 정부의 롯데면세사업권 박탈카드와 범국민적 롯데불매운동이 두렵기 때문. 일본쪽에 계열사 몇 개 더 떼어 주더라도, 더 옥죄어서 이번 기회에 한국롯데와 일본롯데로 분할해야지요.",2015-08-17
불매운동 일어나겠네 : 주총 'D데이'…'일본롯데의 한국롯데 지배' 재확인(종합) http://news.zum.com/articles/24324134 …,2015-08-17
"주총 'D데이'…'일본롯데의 한국롯데 지배' 재확인 http://me2.do/53kXvi8a 신축 중인 빌딩에 태극기를 달아도,신동빈의 입으로 한국기업이란 얘기가 나왔어도..이로서 롯데가 일본기업이라는건 명확해졌으니 오늘부로 저는 불매운동 동참합니다.",2015-08-17
@qhfkfk 롯데가 태극기로 장난치는 이유~~일본기업 불매운동에 애국 코스프레 하는겁니다..삼성의 애국 마케팅 벤치마킹하는것 같습니다..,2015-08-17
롯데그룹 불매운동에 일본기업이라서는 말이 효과적이라서 그런듯,2015-08-16
근데 롯데 불매운동은 왜 벌어지고 있는건지 전혀 모르겠다. 그간의 롯데 갑질이 이번기회에 부각되어서 그런 건가? 아니면 롯데가 일본 기업이라서 불매 인건가? 불매운동에 참여 안 하는 자를 이상하게 보는 글도 봤는데... 이해가 안됨,2015-08-16
"롯데 불매운동 ""불매"" 청문회하라! 면세점 일년이익이 2조인데 9억 몇천만있으면 사업을 한다니~~? 롯데그룹은 일본기업이다. 일본기업이면서 친일기업인가? #도화선 소상공인연합회",2015-08-16
"롯데 불매운동 ""불매"" 롯데그룹은 일본기업이다. 일본기업이면서 친일기업인가? #도화선 소상공인연합회",2015-08-16
"롯데 불매운동 ""불매"" 롯데그룹은 일본기업이다. 일본기업이면서 친일기업인가? #도화선 소상공인연합회",2015-08-16
"롯데 불매운동 ""불매"" 롯데그룹은 일본기업이다. 일본기업이면서 친일기업인가? #도화선 소상공인연합회",2015-08-16
"""양쪽에서 소외당하는군. ㅋ @jonghee1: '롯데 불매운동' 시작. 80여개 계열사 대상 http://viewsnnews.com/article/view.j … 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매""",2015-08-16
"일본 제품 선호는 옛말..이제는 메이드인 코리아 | 다음 뉴스 http://media.daum.net/v/20150816005453502?f=m … 아베의 공식적 위안부 및 군함도 사죄와 배상., 그리고 친일년 박근령이 국적 박탈과 추방, 박근혜 공식사죄까지 일본제품 불매운동 펼쳐야 한다.",2015-08-16
일본넘들의 근성이 베여있는 좆대는 어쩔수없어 불매운동에 동참을... https://twitter.com/newsvop/status/630946315002707970 …,2015-08-16
"맞습니다. 건국 67주년은 친일파들이 만들어낸 허구일 뿐. 광복 70주년. 분단 70주년이라는 말에 동의 합니다. 일본의 전자, 자동차, 식품 불매운동 전개해야 합니다. 동시에 친일파 세력 척결해야 합니다. https://twitter.com/Jaemyung_Lee/status/632446810674475008 …",2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://m.mediapen.com/news/articleView.html?idxno=87926 … #도화선 소상공인연합회,2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://m.mediapen.com/news/articleView.html?idxno=87926 … #도화선 소상공인연합회,2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://bit.ly/1gIACLJ #도화선 #소상공인연합회,2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://m.mediapen.com/news/articleView.html?idxno=87926 … #도화선 소상공인연합회pic.twitter.com/NnqToXIUyL,2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://ln.is/m.mediapen.com/news/XsrVI … #도화선 소상공인연합회,2015-08-15
일본기업 확산 '롯데 불매운동' 롯순이 아줌마 부대가 심상치 않다 http://m.mediapen.com/news/articleView.html?idxno=87926 … #도화선 소상공인연합회pic.twitter.com/HrLaP7cjrf,2015-08-15
"신격호의 롯데는 '친일'기업이라 불매운동도 하지만 그 기업을 키워준 정치세력은 여전하고, 손정의의 소프트뱅크는 일본기업이지만 스마트해서 괜찮다. 코에 걸면 코걸이, 귀에 걸면 귀걸이인 민족주의, 있는... http://fb.me/7o3DE78Qj",2015-08-14
일부 몰지각한 사람들이 일제차 타고 일제 담배피고 유니클로 옷 사입는데 일본에 가봐라 세계최고수준 한국tv 핸드폰 냉장고 헌대 기아차 불매 운동 했는지 찾아볼수없다 성노예 침략사죄요구보다 먼저 일본제품 불매운동 하면 사죄하게 되있다,2015-08-14
일본상품 불매운동 https://twitter.com/hanitweet/status/632157781953351680 …,2015-08-14
"난 롯데하고는 아무상관도 없고 형제의 난도 지들끼리 치고박고 싸우는 일가족얘기라 생각하는데,,,,최근에 벌어지는 불매운동,,,,이거 당최 이해안됨,,,,한국인인척 하다 일본인이라 불매운동? 언제는 일본거 안샀음? 롯데제품이 소비자에 무슨해를 준건가?",2015-08-13
"나는 삼성이 일본기업이라고 의심하는데, 그 이유는 한국에서 불산사고와 백혈병문제로 불매운동바람이 일때, 내가 팔로하는 일본 트위터들이 인용하는 일본언론의 내용은 일본불매운동이 벌어진다였기 때문.",2015-08-13
롯데가 일본 기업이라 불매운동하시는 분들은 인도 기업인 쌍용차도 불매운동 하셔야 할듯...,2015-08-12
부산사람들 껌뻑 죽는 롯데가 결국 일본기업..ㅋ 사랑이 넘쳐 결국 왜놈회사를 키우는 꼴이됐구나. 자기지역의 대표회사 욕한다고 인상찌푸리지말고 인정할건 합시다. 서울도 롯데불매운동 시작됐소~~,2015-08-12
오늘 광주시의회에서 일본 정부의 역사왜곡 규탄 및 전범기업 미쓰비시 불매운동 동참 기자회견을... pic.twitter.com/Sof2qzMZQi,2015-08-12
일본 우익기업 제품을 수입하는곳도 롯데 모든걸 불매하면 생활습관에 지장이 올정도로 많다 자발적 불매운동이란 무조건 안되가 아니라 적어도 그 제품만 고집하지 말고 왠만하면 다른것에도 눈을 돌려보자 천원씩 5천만명이면 5백억 롯데는 이장사로 돈 벌었다,2015-08-12
롯데가 일본회사인거 몰랐나 불매운동이야 강요아닌 우리 자유지만 롯데마트는 언제나 만원이다 골목상권 침해 한참 얘기할때도 롯데는 돈 잘 벌었고 한가지 추가한다면 롯데는 지하철역에 다 연결되 있을정도로 한국을 장악했다 그나저나 사면이건희 1조원 언제 줄래,2015-08-12
일본기업이...한국기업이라고 우기기 ＇롯데 불매운동＇ 확산..＂전국 곳곳 불매운동 나설 것＂ http://media.daum.net/v/20150812170107701 …,2015-08-12
우리나라에서 곶감 빼내서 일본으로 가져가는 롯데. 우리 소비자들은 대차게 불매운동 해야 한다고 생각합니다. https://twitter.com/tkadnjs7900/status/631350475590250496 …,2015-08-12
롯데불매운동을 더욱 거세헤야 한국민들이 살수 있다. 어쩐지 일본기업 롯데가 매우 연봉 등 직원처우가 최악의 기업이다. 일본인으로 50년산 사람이 한국국적 10년전 취득했다해서 한국인은 아닌 것 입니다.한국기업은 맞는듯함 최악의 직원처우를 보면그래!!!,2015-08-11
걍~ 롯데는 일본거네~ 한국서 벌어다 일본에 뿌리는거구만~ 불매운동! 성공하고 싶다! 일본!,2015-08-11
마일드세븐 담배를 입에 물고 아사히 맥주를 마시며 롯데는 일본 기업이다 불매운동 하자 며 열심히 키보드를 매만지는 자들이 대한민국은 태어나지 말았어야 할 친일파의 나라다 라고 하면서 대한민국 에서 받는 혜택은 누구에게 빼앗기지 않으려고 하고 있어요,2015-08-11
"일본에서 노떼가 한국기업이었다며 불매운동이 일고, 자이언트도 반납하라는 요구가 있다네. 미국기업이었어도 사돈 남 말 해 주실 건가요.",2015-08-11
"독도,위안부에 관한 일본우익기업의 진실! https://youtu.be/algFguAMEzE 아베정권 지원세력 일본우익기업상품 불매운동하자! http://cafe.naver.com/jimsg/1006 또한 북괴김정은정권 지원하는 북한식당,북한관광,북한산상품도 불매운동하자!",2015-08-11
롯데 조심해야한다 잘못하면일본것안되냐 한국에서벌어일본에가져가는 롯데 불매운동하여야한다,2015-08-10
"700만 소상공인, #롯데카드 #가맹해지·#불매운동 선언!! 불매운동 조직적으로 번지며 ‘롯데 불매’ 여론 악화. http://goo.gl/dPi7Rs 왜 불매운동이 불 번지듯 할까요? 일본기업이라서, 아니면 재벌개혁 차원에서?",2015-08-10
ㅋㅋ 남양유업도 겁잘한다고 불매운동 한 일주일하다가 지금 겁나 잘성장.. ^^헛짓 그만하고 그냥 처먹어라.. 난 일본 좋아하니까 앞으로 더 애용하지.. 대학은 일본어학과 진학해서 알본 유학 갈... http://me2.do/5SoBrqSE,2015-08-10
경기와 소비심리는 위축되어 경제가 가는데 개념도없이 롯데상품 불매운동?그럼 아예 롯데를 일본으로 몰아내지 그러면 롯데자산 다 팔아조져서 일본으로 몽땅가져가 버리면 누가웃을까?아베가 웃겠지. 한국경제에 치명타를 가하는 동시에 일본경제에는 호박이 넝쿨째,2015-08-10
니네들 조국 일본으로 가라....[비즈 in 비즈] 심상찮은 '롯데 불매운동' | 다음 뉴스 http://media.daum.net/v/20150810045918323?f=m …,2015-08-09
일본 차불매운동도 해야한다. 매국노들이 일제차 타는 놈들,2015-08-08
친일기업인 롯데 일본으로 몰아내자! 일본으로 국부 유출을 불매운동으로 ... http://tmi.me/1f7zDy,2015-08-07
검찰은 서울박원숭 이와제2롯데 컨낵션 과아름다운가게 와 롯데월드 인허가 특수부 조사건이 한다 롯데 기업은 싸꾸라 일본기업 한국기업 으로 기면쓴 미투기없 이다 롯데제품 불매운동 합시다 해태 오리온 농심등 토종기업 애용합시다,2015-08-07
불매운동 > '독도'를 '다케시마'로 바꾸기 운동에 참여하는 일본 기업들 목록 :: 정보는 공유되어야 한다 - http://bit.ly/1MRxWsE 다이소는 일본 다이소와는 별개로 들었는데요?,2015-08-07
작년부터 조용히 롯데불매운동을 해오고 있었다. 기업프렌들리정책은 서민을 위한 끌어안기지 재벌을 사랑해서는 아니다. 롯데는 확실히 먹어 삼키면서(인수) 큰 기업이면서 일본기업이다. 이런식의 기업은 퇴출되도록 하는게 광복의 의미를 살리는 보수의 역할이다.,2015-08-07
그러니까..롯데가 한국에서 돈벌어다가 일본에 퍼주고..아사다마오 후원하고 이랬구만 롯데..일본기업맞다/불매운동이라도해야할듯..싸가지하고는..ㅉㅉ,2015-08-07
"병원에서 대기중인대 50대후반 아주머니 롯데는 불매운동해야하고 와잎도 다 일본인이고 돈도 다 일본으로 가져가고 한국말도 못하고 등등,,,웃긴세상이다. 삼성이나 외국인 지분이 반이상인 기업들은,,,아우 답답하다",2015-08-07
국제 그룹 .... 국민들만 모르고 권력 가진 사람들만 아는 롯데의 구조를 이제라도 알아서 다행입니다 우리가 피땀흘려서 일본으로 가져가게 하지말아야 합니다 불매운동 찬성합니다 https://twitter.com/kyung0/status/629482606422155264 …,2015-08-07
"롯데는 일본기업, 전 국민 불매운동합시다! [유승찬의 SNS 민심]""태극기는 이런 데 쓰는 거 아니야"" http://media.daum.net/v/20150807031225840?f=m …",2015-08-07
롯데제품 불매운동 일본 롯데가 아사다 마오를 후원하다니... 결국은 우리돈으로... 아~~ 우~~~ 롯데는 무조건 구입 안 함 롯데 자이언트도 이제 안녕이다~~ 롯데제품 불매운동을 오늘부터 나 혼자라도 시작합니다,2015-08-07
세월호 보존 인양하라. 2014/04/16 479일. 새누리당은 성폭행혐의로 조사받은 구미시 심학봉의원의 탈당을 수리했다. 롯데는 일본기업-불매운동 전국확산. 연일폭염.,2015-08-06
롯데는 완전히 일본 기업 입니다. 총 주식 2440만주중 1000주민 국내지분.아 충격적이다. 알고보니 일본기업이 우리나라 안방 차지하고 있네요. 그런데도 친일정권은 언제나 부자 편들고 롯데를 감싸니 우리나라가 이런 꼴이죠. 롯데상품 불매운동 태동,2015-08-06
불매운동 > '독도'를 '다케시마'로 바꾸기 운동에 참여하는 일본 기업들 목록 http://fb.me/7BYJ3eaG9,2015-08-06
한국와선 한국기업 일본가선 일본기업? 안사요 안써요 안가요 불매운동하믄 동참 1인!롯데 '사면초가'…당국 칼날에 '비난여론·사업차질' 우려 (출처 : 뉴시스 | 네이버 뉴스) http://me2.do/x5jcoLDE,2015-08-06
뜬금없이 롯데 불매운동에 동참하기로 했다. 롯데가 뼈속까지 일본기업인줄은 몰랐네. 에혀~,2015-08-06
롯데 불매운동이 답이다. 롯데가 한국기업으로 사랑 받고자 한다면 지주기업을 한국내 기업으로 바꿔라 그렇지 않으면 롯데는 일본기업이다 한국말도 못하는게 무슨 한국기업 회장이라고 등신아 https://twitter.com/onlykdh/status/629159578886778880 …,2015-08-06
"“일본 기업 행세하며 각종 혜택 받은 롯데, 불매운동 해야” http://www.newtimes.co.kr/news/articleView.html?idxno=42563 …",2015-08-06
롯데 불매운동을 해야하는 이유 롯데는 경영진부터 회사 자체가 일본기업이나 마찬가지 이기 때문입니다 퍼옴 롯데의 실체... 롯데 신격호 회장은 경남 울주군에서 태어나 일본에서 사업에 성공 롯데는... http://fb.me/6Ke4XLvns,2015-08-06
@KBSnews 롯데기업제품 불매운동에 모두참가 합시다 쪽빠리는 일본에서 기업 을 운영하라,2015-08-05
★국정원 해킹 사건을 ㅡ어떻게든 덮고~ 시선돌리려 ㅡ친일ㆍ친박기업ㆍ좃데를앞세워 ㅡ이슈를ㆍ만들었는데~ ★좃데불매운동과ㆍ더불어~ ㅡ일본에서까지ㆍ좃데를불신하니~ ㅡ의외의ㆍ상황이터진거지~ ★물에빠진놈을ㆍ도우려는놈이 ㅡ물에ㆍ빠진격 ★대국민담화라도해서~도와야지?,2015-08-05
"롯데, 일본서도 불매운동... 남녀간 이나 기업이나 양다리의 종말은...",2015-08-05
일본기업 롯데? 불매운동 돌입 http://www.mediatoday.co.kr/news/articleView.html?idxno=124378 … [아침 카드뉴스] 표밭 다지기? 비례대표 52명 중 18명 법안 통과 ‘0’,2015-08-05
"700만 소상공인도 ""롯데제품 불매, 롯데카드 거부"" http://ln.is/www.viewsnnews.com/a/sS4mW … 일본자본이 역대정권의 비호 아래 한국의 동네상권을 완전히 초토화 자영업자들이 살려면 뭉쳐서 불매운동 확산시켜야",2015-08-05
불매운동 > '독도'를 '다케시마'로 바꾸기 운동에 참여하는 일본 기업들 목록 http://fb.me/7wCAgTGzR,2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 http://www.band.us/#!/band/56282630/post/17 …,2015-08-05
@tkadnjs7900 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
@bluewind1st 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
@frogwithtail @air3663 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
@tkadnjs7900 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
@kji00778801 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
@tkadnjs4770 면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
롯데에 근무하는 한국인 23만명. 전체가족수를 따지면 92만명. (한가족4명기준) 한국에서는 롯데불매운동및 정치권까지 죽이기에나섰다. 설상가상. 신동빈회장 한국기업이란 말에 일본에서도 롯데 불매운동나섰다 결과 어느나라가 손해가 클까요. 정신나간생각,2015-08-05
일본에서는 '롯데=한국기업'이라고 불매운동이 벌어지고 있다고함,2015-08-05
불매운동 > '독도'를 '다케시마'로 바꾸기 운동에 참여하는 일본 기업들 목록 http://fb.me/4v4D90RdH,2015-08-05
제목:롯데 형제의 난투극 피튀기는 롯데 형제의 난투극 그로 인해 밝혀지는 롯데의 실체! 롯데 그룹은 일본 기업인가? 한국 기업인가? 알면 알수록 모호해지는 롯데 그룹의 정체! 불매운동과 롯데 그룹의 수난은 시작되었다! coming soon~,2015-08-05
롯데불매운동 가족이일본국적 롯데호텔 롯데면세점수익 롯데홀링스 일본주주에게배당 결론은롯데는일본기업,2015-08-05
"중부매일 ::: 전 국민 &lsquo;부글부글&lsquo; … 충청권 ""롯데 불매운동"" 확산 http://www.jbnews.com/news/articleView.html?idxno=676296#jbnews … #롯데 #세종 #대전 #충남 #충북 #롯데그룹 #불매운동 #신동빈 롯데그룹 회장 #일본 기업 #한국기업 #신동주",2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 소상공인연합회 에서 롯데 불매운동 전국민이 나서서 함께 전개해야 #도화선,2015-08-05
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 전국민이 나서서 불매운동 전개해야 #도화선,2015-08-05
