트위터,날짜
우리나라 국민의식수준 방사능나라 일본 여행도 아무렇치않게 한국인1위 미국이면 알아서 기고 미국놈 똥이라도 핣아먹을 노예근성 친미일매국노들 일본돈에 자한당떨거지들 미국기레기놈까지 합류해 망언을 한 후안무치한 언행들…국민들 정신 차립시다 미일의악행 현재진행형 스벅불매운동 계속…,2018-02-18
궁예해보면 용과같이6 정발했었다가는 시리즈 전체 불매운동vs괜찮다는 인간들로 나뉘어서 언급금지까지 가고 시리즈 자체가 국내에서는 뒤졌을 것이다... 아무튼 취소 잘해따... 사실 그 말이 거의 유일한 한국인 캐릭터의 대사로서 일본유저들한테 보여졌다는 것 자체가 맘에 안 든다만...,2018-02-18
기사를 보다가 ‘평창동계올림픽 방송 중 ‘일본 식민지 망언’을 한 미국 NBC 해설자 ‘조슈아 쿠퍼 레이모’가 스타벅스 이사로 알려지면서 스타벅스 불매운동으로 확산되고 있다.’ ... 하필이면 .. 나 스벅 좋아하는디 .. 나 욕먹겠다;;,2018-02-17
[스타벅스 불매운동 시작한 송영길 가족] 나라가 있어야 커피도 마음 편히 마실수 있어요. 일본 극우재단 자금 지원 받으며 일제 미화질하는 조슈아가 스타벅스 이사입니다. 스타벅스 커피 안마신다고 뭔 피해 봅니까? 그러나 스타벅스 제품 팔아 주면 벨도 자존심도 없는 민족이 될것이다 pic.twitter.com/tGML3AeSj0,2018-02-17
‘일본식민지배 망언’ NBC 해설자 뒤늦게 사과… “그래도 스타벅스 불매운동” http://www.newscj.com/news/articleView.html?idxno=493281 …,2018-02-16
씨부랄 개돼지 한국인들은 스타벅스 불매운동을 하지도 않는 거보니깐 일본의 식민지배를 인정하는 거네,2018-02-16
일본이 계속 독도 주장과 최근 평창올림픽 즈음해 국내 적폐세력을 지원 올림픽 방해에 동조하고 있다..따라서 일본 기업과 일본제품에도 불매운동 해야 할 것 같다. https://twitter.com/Rebecca57930276/status/962998521975554048 …,2018-02-16
"일제식민지 두둔한(NBC해설위원)'조슈아 쿠퍼 라모'가 몸담은'아스펜연구소'는""(일본빠찡꼬대부)극우:사토요지에'원아시아재단'지원을받고, (일본극우재단이 만든)'아시아재단'에돈받은~자유당혁신위원장'류석춘'이나 똑같은 놈이다. 쿠퍼라모가 이사로있는 스타벅스 불매운동 한다면서? 자유당 은?",2018-02-15
"지난9년간 우리나라는 뉴라이트(""친일매국노2""라 칭하길 바람) 의 영향으로 우리 젊은이들이 일본의 식민지배로 우리 조상들이 얼마나 치욕 스런 삶을 살았는지에대한 교육이 너무 소홀했다. 교육부는 커리큐럼중에 이부분부터 우선 강화하고 이를 공개적으로 발표해주길 바란다. 일본차 불매운동하자",2018-02-15
송영길 의원님 새해 복많이 받으세요~ 그리고 불매운동만으로 끝낼께 아니고 우리정부도 일본이 로비로 각국 나라에 역사왜곡 시킨것 바로 잡는데 이제부터 더많이 노력해야할꺼 같습니다,2018-02-15
한 국가의 자존심에 상처를 낸 것에 일주일만에 사과하는 것은 계산된 사과일뿐이다. #스타벅스_불매운동 만이 자본주의식 해결방식이다. 이것이 강자중심 갑질 미국자본주의에 대한 경종이 되어야한다. 그리고 전범국 일본의 처신에 대해 한국인의 정서를 세계에 알리는 계기가 되어야한다.,2018-02-15
#독도 왜곡 교육을 시작하는 #일본정부. 21세기 식민지화를 원하십니까? 지난 9년 이명박과 박근혜는 일본의 정치적 식민지화에 도움을 주고 야당과 언론 및 기자(기레기) 들은 지금도 앞다퉈 일본의 대변인 역할을 하는데.. 식민지배는 되풀이 되지 말아야 할 역사 입니다. #불매운동 지지합니다,2018-02-15
불매운동 들어가기 전에 사과했어야지요. 일본자금으로 활동했던 자라서 거의 100% '엉터리 사과'일 겁니다. 사과한다고 불매운동을 멈추면 그들은 또 다시 비웃으면 같은짓을 반복할 겁니다. http://v.sports.media.daum.net/v/20180215094750750?f=m&rcmd=rn …,2018-02-15
"평창올림픽 '한국의 일본식민화에 관한 망언'으로 물의를 빚은 NBC 전해설자, 죠수아 라모가 사과를 하였습니다. 스타벅스, 페덱스Fedex 이사로, 별다방 불매운동이 압박이였을까요, 1주일 정도 지나서 사과했습니다. 지난 1주일동안 확산된 영향을 생각하면, '즉각적인 사과'가 가장 효과적입니다. https://twitter.com/jramo/status/963780238445633537 …",2018-02-15
평창동계올림픽에서 일본 식민지 옹호 발언을 한 조슈아 쿠퍼 라모가 사외이사로 있는 스타벅스 커피 불매운동 어떻게 생각하시나요? http://bypair.com/board/board.php?db=campare&task=list&searchKey=no&search=1737 …,2018-02-15
「평창동계올림픽 방송 중 ‘일본 식민지 망언’을 한 미국 NBC 해설자 ‘조슈아 쿠퍼 레이모’가 스타벅스 이사로 알려지면서 스타벅스 불매운동으로 확산되고 있다.」 #스타벅스는_원래_안먹어 https://fb.me/9yIVXc5AE,2018-02-15
평창올림픽에서 ‘일본 식민지 옹호 발언’을 했던 NBC방송 해설자 조슈아 쿠퍼 라모에 대한 성토가 빗발치고 있다. 일부 온라인 커뮤니티에서는 라모가 사외이사로 있는 커피 체인 스타벅스 불매운동까지 전개하는 양상이다.,2018-02-15
"한미동맹은 유지되지만, 한미일 동맹에 대해서는 미국은 꿈도 꾸지 말기 바란다. 대한민국 국민들은 '비폭력 평화 촛불시위'의 달인이라, 그랬다가는 괜시리 미국까지 불매운동 등의 불통 튄다는 것. < 日 '독도는 일본땅' 초중고 강제 교육…법적 근거 완성 > http://imnews.imbc.com/replay/2018/nwdesk/article/4528784_22663.html …",2018-02-14
평창올림픽나비효과? 때아닌 미국 스타벅스불매운동?평창올림픽에서 일본의 식민지옹호발언을 했던 NBC방송해설자인 조슈아 쿠퍼 라모의 성토가 빗발치고 있다. 온라인 커뮤니티에서 라모가 사외이사로 있는 커피체인 스타벅스 불매운동까지 전개하는 양상이다. 동찹합시다!. http://me2.do/xu8vAKwV,2018-02-14
일본 전범기업에 대한 불매운동 물론 마땅히 옳다. 그러나 친일매국당을 돕고 지원하고 친일베매국보수들을 지원하는 기업 제품들에 대한 불매운동이야말로 당연히 필요한 것이다. 친일파는 오족을 멸해야 하고 친일기업들의 총수는 퇴출을 외쳐야 이 나라가 바로서는 것 아니겠나.,2018-02-14
이번 스벅 불매운동 보고 생각했는데 한국에서 DHC는 어떻지? 거기는 회장이 일본 극우인데 DHC시어터 라는 인터넷 채널에서 그냥 극우 역사수정주의 방송 계속 내보내는데. 난 DHC에 전화해서 아예 회원정보 지워버렸음. #iHeartAwards #BTSARMY #BestFanArmy @BTS_twt,2018-02-14
"스타벅스 불매운동 이유 설명 첨부할게요 미국공중파 NBC에서 '아시아전문가'로서 평창올림픽 개회식해설을 맡은 레이모가 떠듭니다. ""일본은 1910년부터 1945년까지 한국을 지배했죠. 하지만 모든 한국인들은 일본을 한국의 발전에 중요한역할을 했던 문화적,기술적,경제적 모델이라고 말할겁니다 "" pic.twitter.com/3cffqyAItz",2018-02-14
중국인들 중 반일감정 가진 사람이 많다고 들었어요. 실제로 일본 싫어한다는 중국인들 봤고 위의 유니클로 불매운동한다 이런 이야기도 한 것 같고.... 정말 중국만한 나라가 하면 타격 크게 입겠더라구요 일본 땅도 자기거라니ㄷㄷ 사스가 스케일 큰 중국...,2018-02-14
http://m.sisaon.co.kr/news/articleView.html?idxno=69793 … 평창동계올림픽 방송 중 ‘일본 식민지 망언’을 한 미국 NBC 해설자 ‘조슈아 쿠퍼 레이모’가 스타벅스 이사로 알려지면서 스타벅스 불매운동으로 확산되고 있다 https://twitter.com/Fall6634/status/962650207245688835 …,2018-02-14
"스타벅스 불매운동 지지합니다 .. 평창망언, 일본식민지 망언 . http://intel007.blog.me/221208248786 . . 하필 동계올림픽기간중 일본 선수가… https://www.instagram.com/p/BfJCoMVgZu0/",2018-02-13
"스타벅스 불매운동 지지합니다 .. 평창망언, 일본식민지 망언 http://intel007.blog.me/221208248786 하필 동계올림픽기간중 일본 선수가 입장할때 저런 망언을 했을까요? ""우리가 일본의 식민지통치 때문에 더 잘 살게 되었다는 얘기냐??"" 그냥... 콱 !!! 너 스타벅스 이사지 !!! 알 았 어",2018-02-13
NBC ‘망언 해설자’가 스타벅스 이사라고?… 불매운동 미국 NBC방송에서 평창올림픽 개막식 해설 중 일본 식민지배 미화 논란을 일으킨 조슈아 쿠퍼 라모. [뉴스1] 미국 NBC방송에서 평창올림픽 개막식 해설 중 일본 식민지배 미화 논란을 일으킨 조슈아 쿠퍼 라모. [뉴스1],2018-02-13
"""NBC '망언 해설자'는 스타벅스 이사""···불매운동 조짐 http://joongang.co.kr/7grs 일본돈으로 스타벅스 이사가 된 것인가? 명분을 중시하는 한국인으로서 불매운동 기대하고 동참한다.",2018-02-13
일본보다 커피값이 비싸서가아니다 느그들 이사가 대한민국의 민중들의 감정을 건들였기때문이다. 내나라를 위해서 내가 실천할수있는 최소한의 독립운이기에... 난 불매운동을 실천합니다 동감하시면 Rt pic.twitter.com/UwLQDL7SFx,2018-02-13
"우리나라에서 최소한 불매운동 해야하지 않나요? 한민족 자존심의 문제! “일본에 감사해야 한다”는 망언한 美 NBC 해설자, 스타벅스 이사였다 http://www.insight.co.kr/newsRead.php?ArtNo=139848 … @insight_co_kr 님이 공유",2018-02-13
"해고를 시켰어도 대한민국 명예를 실추시킨 것은 강력하게 책임을 물어야 하며 스타벅스도 불매운동에 동참해야 합니다, 평창 동계올림픽 개회식에서 일본의 식민지배를 비화 망언을 지껄렸던 NBC 해설자, 조쥬아 쿠퍼 라모 개자식을 결국 해고 조치 시켰다고 밝혔습니다, http://v.sports.media.daum.net/v/20180212103248602?f=m&rcmd=rn …",2018-02-12
"왜(한국인은 일제식민지에대해 일본에게 감사한다한)'NBC앵커'가 이사로 있는'스타벅스불매운동'해야하냐면""다른민족에대한 차별감정을 아무렇지도 않게 씨부리는 새끼들은(뭔가 계기가 주어지면)그들안의 잔인한 차별감정이 폭발해 살인자로 돌변해서야?이씨발놈에 스타벅스에서 커피쳐먹는 새끼들아?",2018-02-12
가생이닷컴>커뮤니티 > 올림픽 게시판 > 해외교포들 사이에서 스타벅스 불매운동 시작//스벅 맛없으니 안먹어! 안먹어도 상관없음 ㅎ 영국 타임즈도 독도 일본땅이라고.. 일본 자본들어간 곳들의 망언들.. http://gasengi.com/main/board.php?bo_table=olympic&wr_id=1859 …,2018-02-12
진정한 페미들이라면 스타벅스 불매운동에 제일 앞장서야한다. 한국인들은 일본의 식민지배를 고마워하고 있다고 스타벅스 이사가 말했다. 그럼 위안부 성노예 착취도 고마워 하고 있다는 뜻과 동일하다. 이런 것을 가만히 보고 있을 것인가?,2018-02-12
"美 NYT·WP·FOX, '일본 식민지 지배 망언' NBC 사과 집중 보도 http://zul.im/0DLJwJ <펌>저도 스타벅스 불매운동 참여하겟습니다. 안그래도 약소국 한많은역산데 이딴식으로 건드리면 어떻게 되는지 보여줍시다.",2018-02-12
"""일본이 1910년부터 1945년까지 한국을 강점했던 국가지만, 모든 한국인은 발전 과정에 있어 일본이 문화 및 기술, 경제적으로 중요한 모델이 되었다고 말할 것"" 이 말 했다고 망언 취급 당하고 NBC에서 퇴출에 별다방 불매운동 ㅋㅋㅋㅋㅋㅋ 아니, 니들 민망하지도 않냐?? http://www.yonhapnews.co.kr/bulletin/2018/02/12/0200000000AKR20180212067300009.HTML?sns=tw …",2018-02-12
여러분 스타벅스 회장 조슈안지 뭐시기가 일본이 한국 식민지 지배한거 찬양한답니다 저 오늘부터 스타벅스 불매운동 하려구요.,2018-02-12
스스로 사과 한마디없는 레이모에게 그가 재직하는 스타벅스에 불매운동을 살포시 던져 줘 봅시다 의 생각이 아직도 한국이 일본지배를 고마워하고 있다고 느끼는지를.. 대부분의 미국인들은 한국인들의 스타벅스 불매운동을 존경스러워 하고 있다라고 떠들수 있을까요?,2018-02-12
"NBC 망언 해설자 조슈아 사퇴, NBC가 사과의 글을 올렸어도 죠슈아 쿠퍼 라모가 한 말은 용서 안된다. 이ㄴ이 이사로 있는 스타벅스 불매운동으로 자존심을 지켜야한다. 구한말 미국인 스티븐스가 ""조선은 일본 지배를 받아야 한다""고 나불거리다 전명운.장인환 열사한테 어떻게 응징되었는지 깨닫길! pic.twitter.com/x6zy01asWQ",2018-02-12
"NBC가 일본의 식민지배를 미화한 해설자 조슈아 쿠퍼 라모를 해고했다. 당초 올림픽 기간 내내 NBC해설 진행 예정 http://v.media.daum.net/v/20180212103248602 … ""우리나라 언론사도 헛소리하는 기레기 바로 해고하면 지금 많은 일자리가 생길텐데."" ""스타벅스와 페덱스.. 불매운동"" ""보수야당은 왜 이번 일에는 조용하죠?""",2018-02-12
"'일본식민지화 미화' NBC해설자 퇴출, NBC해고, 뉴욕포스트 등 주요외신 보도. ○ 일본식민화 망언, NBC해설자는 스타벅스, 세계적인 물류이동회사, 페덱스Fedex 의 이사로, 한국에서 불매운동촉구가 있었다. ○ 헨리키신저 동북아시아연구소 소장http://v.media.daum.net/v/20180212103248602?f=m&rcmd=rn …https://twitter.com/joongangilbo/status/962874929338236930 …",2018-02-12
여러분 스타벅스 불매운동해야해요. 절대 사먹지마세여. 이번 nbc 평창동계올림픽 중계방송중 일본식민지 옹호발언자가 스타벅스 이사진. #iHeartAwards #BestFanArmy #BTSARMY @BTS_twt,2018-02-12
일본이 우리나라를 36년간 식민지화 한 것을 미화한 미국 NBC 조슈아 쿠퍼 라모가 스타벅스 이사회 구성원 중 한명이라고 합니다. 일본이 우리나라를 짓밟은 것이 우리나라 발전을 도운 것이 아니었다는 점을 미국 스타벅스 본사에까지 알려질 수 있도록 스타벅스 불매운동을 제안합니다!!,2018-02-12
RT 스타벅스 불매운동 동참으로 본떼를 보여줘야 합니다. 한국에 가장큰 지점이 있는 스타벅스 이사회 일원인 조슈아 쿠퍼 레이모는 아베가 참석한 평창 동계올림픽 개회식에서 중계도중 느닷없이 한국인들은 일본 식민 지배에 감사를 해야 한다며 망언을 한 스타벅스이사회 일원인 레이모 입니다. pic.twitter.com/2symp2e4UR,2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 해설자 조슈아 쿠퍼 레이모..美 중국통 스타벅스 불매운동까지도 http://v.media.daum.net/v/20180211151216453 … 일본 제국주의 찬양한 NBC해설자 레이모는 스타벅스 이사라고 하네..원래 안 사먹었지만 스타벅스 절대 불매!,2018-02-11
스벅과 페덱스 불매운동 잎장서뿌까? 촛불로 대통령 하야까지 진행한 국민들 성깔 함 건드리나?? 진정성 있는 사과를 받지 멋해 일본에 여지껏 이야기 하고 있구만 고따위가 사과더냐??? https://fb.me/YhTCsEAx,2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&from=mtop … 면상도 일본 스타일인데..혼혈인가? #nbc #꺼지세요,2018-02-11
스타벅스는 일본 역사왜곡하는데 예전부터 동조했음. 그거 알고 2년 전부터 스타벅스 불매운동 하고있었음. 소비활동 잘 해야함. 국민들에게 독이 될수도 있음.,2018-02-11
"올림픽 개회식 중계방송에서 ""한국의 발전이 일본 덕분이고 한국사람들은 일본에 감사하고 있을 것""이라는 망언을 한 NBC 해설위원 '죠수아 쿠퍼 레이모'가 스타벅스 '매니징 다이렉트'(이사)라는데.. 스타벅스 불매운동으로 한국에서 축출시켰으면 좋겠다. 자연스럽게 국내기업이 자리 잡도록..",2018-02-11
불매운동 미국 과 일본은 전쟁을 한 국가이지만 일본의 돈 앞에서 무참히 무너지는 미국놈들.미국은 미국의 이익을 우선시 하는 국가이게에 우리보다 일본을 더 중요시 합니다.주한미군이 철수한다면 미국의 이익이 되지 않는다는것을 증명한것입니다.한미동맹을 말하면서 한미FTA폐기를 말하는미국,2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&from=mtop … NBC 일본의 자본을 받아먹으며 일본이 원하는 보도를 이어갈 가능성이 높다. 일본의 로비가 미국 상하원에도 방대하게 뻗어있다. 이에대한 한국정부의 대책은 전무하다.,2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn … 한국인들 대부분이 일본식민지배를 고마워한다고? 개썅 양키새끼 주뎅이를 함부로 놀려? 스타벅스 불매다.,2018-02-11
"일본 로비를 얼마나 받은 거냐?식민지 착취했다는 것은 봤어도,식민지 국민을 잘 살게하기위해 식민지배를 했다는 얘긴 들은적 없다!댁 논리라면 미국도 영국 식민지배 덕에 오늘날 잘 살게 된 거라는 이야기지!@식민지NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 …",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn … 아무리 몰라도 할 얘기는 아닌법..이스라엘 사람들에게 독일 나치 옹호한 발언과 다를바 없다. 전범국가 일본은 반성을 안했기에 더더욱 그렇다,2018-02-11
너가 우리나라 독립운동의 역사를 알아? 얼마나 많은 분들이 일본의 제국주의 놈들에게 죽임을 당하고 고통을 받았는지 미친놈이 모르면 아는것만 이야기하며 살아. 미친 NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …,2018-02-11
"NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 … 외교 전문가 팀 쇼락은 트위터에서 ""레이모는 한국에 가장 큰 지점이 있는 스타벅스 이사회 일원""이라며 ""일본 제국주의에 대한 찬양에 당신들이 느낀 감정을 이들에 알려줘라""고 주문했다.",2018-02-11
"NBC'망언'후폭풍..해설자 신상털기에 공식사과청원까지! 스타벅스,페덱스불매운동으로번지려나. NBC해설자 조슈아쿠퍼레이 모는""식민지배가있었지만 모든한국인은 자신의나라가변화하는동안 일본이문화·기술·경제적으로본받을나라였다고말할것""이라고 중계했다.친일식민사관~ http://v.media.daum.net/v/20180211171948917 …",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453 …? f=m 스타벅스 이사라고... 중국 전문가라고... 그런데 그렇게 방송했다고 진짜 일본 우익적 사고를 가진 양놈 앵커네,2018-02-11
"""진작부터 했어야~!""인사동 문화거리에 스타벅스를 허가한것부터가 틀린것 아니겠나?!스타벅스,KFC등과 일본 넥서스 혼다 소니 아사히맥주등은 우리 방송에 광고를 해선 안되는것 아니겠나?? . NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음 뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn … 미국 NBC 기본지식도 없나?? 아니면 대한민국을 일본으로 생각???,2018-02-11
< 해설도 못하게 대한민국에서 쫒아 내야 한다 ! > NBC 해설자 조슈아 쿠퍼 레이모는 평창 동계올림픽 개회식 때 모든 한국인들은 식민지배에도 일본을 본받을 나라로 여긴다고 발언해 비판을 불렀다 NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 …,2018-02-11
"NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 … 외교 전문가 팀 쇼락은 트위터에서 ""레이모는 한국에 가장 큰 지점이 있는 스타벅스 이사회 일원""이라며 ""일본 제국주의에 대한 찬양에 당신들이 느낀 감정을 이들에 알려줘라""고 주문했다. 사실상 스타벅스 불매 운동을",2018-02-11
"NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 … NBC 해설자 조슈아 쿠퍼 레이모는 ""식민 지배가 있었지만 모든 한국인은 자신의 나라가 변화하는 동안 일본이 문화·기술·경제적으로 본받을 나라였다고 말할 것""이라고 주장했다.",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도-조슈아 쿠퍼 레이모 NBC 해설자 평창에서 망언을...스타벅스 페덱스 이사회일원으로 이익을 대변해 왔을것으로 그리고 미국내 일본 우익단체 및 일본의 이익을 대변했을 것으로 추측...이런자가 우리의 적이다. http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …,2018-02-11
"NBC '망언' 후폭풍…해설자 신상털기·불매운동도. 외교 전문가 팀 쇼락은 ""레이모는 한국에 ... 스타벅스 이사회 일원""이라며 ""일본 제국주의에 대한 찬양에 당신들이 느낀 감정을 이들에 알려줘라""고 주문했다. 사실상 스타벅스 불매 운동을 부추기는 듯한 발언이다. http://news.zum.com/articles/43227485 …",2018-02-11
"NBC '망언' 후폭풍..해설자 신상털기·불매운동도 외교 전문가 팀 쇼락 ""(망언을 한 NBC 해설자)레이모는 한국에 가장 큰 지점이 있는 스타벅스 이사회 일원"" ""일본 제국주의에 대한 찬양에 당신들이 느낀 감정을 이들에 알려줘라"" http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 … 일본에 아부나 하는 찌질한 놈! 일본가서 살아라!!!,2018-02-11
"NBC '망언' 후폭풍..해설자 신상털기·불매운동도 http://v.media.daum.net/v/20180211151216453 … 이넘이 스타벅스 이사회의 일원이랍니다. 스타벅스 퇴출까지 결연히 나아갑니다. 스타벅스에서 사람 안 만나기. 스타벅스 가는 자는 매국노로 공식 이름 붙이기, 사진찍어 인증하기. 일본노,미국노는 매국노로 통일하기.",2018-02-11
NBC '망언' 후폭풍..해설자 신상털기·불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …미국놈도 미친놈이 있네요 자유당 심정과 맥이같은건 이놈도 일본놈 뇌물먹은것 같음,2018-02-11
NBC '망언' 후폭풍 ... 해설자 신상털기 · 불매운동도 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn … 해설자 조슈아 쿠퍼 레이모 ... 美 중국통 스타벅스 불매운동까지도 역시 배후에 유대계 스타벅스가 있었군. 근데 혹여 일본 배후 조종 받은 것은 아니겠지?,2018-02-11
"저런 망언은 한국 친일파들 특히 뉴라이트 교수, 국개의원들이 대한민국 근대화를 주장하면서 떠드는 주장인디 NBC '망언' 후폭풍.. 해설자는 모든 한국인들은 식민지배에도 일본을 본받을 나라로 여긴다는 의미의 망언을 방송함. 신상털기·스타벅스 불매운동도 | 다음뉴스 http://v.media.daum.net/v/20180211151216453?f=m&rcmd=rn …",2018-02-11
NBC '망언' 후폭풍…해설자 신상털기·불매운동도 http://naver.me/5Zw0kXoR 미쿡은 일본이 중요하지 한반도는 패싱하거나 호구로만 여김,2018-02-11
"[평창] '식민지 옹호' 망언..美NBC, 생방송으로 공식 사과 http://naver.me/5NOd3ara ●만약 일본의 중국 만주 침략을 옹호했다면 NBC와 저 앵커 개새끼는 과연 어떻게 되었을까? 사과와 별개로 저 앵커 놈이 이사로 있다는 스타벅스 불매운동도 해야 함.",2018-02-11
"한국에 사시는 네티즌님들, 스벅 불매운동 가즈아!!! 어디 감히 한국올림픽 해설하는데 일본 찬양이냐! https://twitter.com/TimothyS/status/962362375566516224 …",2018-02-10
전범기업 롯데 제품도 불매운동 동참합시다.60여년동안 세금한번 안내고 온갖 혜택을 받아서 한국에서 거대 기업으로 성장한 일본의 전범A급 기업입니다. 롯데나 삼성제품을 대체할 상품이 국내에 충분히 있습니다.전혀 불편하지 않습니다.조금만 생각을 한번만 더 해보면 됩니다.,2018-02-09
ㅋㅋㅋㅋㅋ 그놈의 남양 말고 일본 디저트 들여달라해 ㅋㅋㅋㅋㅋㅋㅋ 남양 불매운동 결과 못봤냐고 ㅋㅋㅋㅋㅋ,2018-02-08
예전에는 한국시장의 진입이 쉽지않다고 말들했습니다. 그것은 우리민족의 단합된 힘때문이였습니다. 그런데 시간이 지나며 일본은 우방이 되었고 몰상식한 기업의 불매운동도 의견이 분분해지며 기업도 언론을이용해 불매운동을 무력화시키는것이 가능해젔습니다 그게 대기업이면 더 쉬운일이겠지요.,2018-02-07
(뽀뽀) 감사합니다!! 암튼 확실히 보더가 다른 때보다 낮긴 낮은 것 같아요 지금 일본에서 불매운동하나,2018-01-31
"정작 중요한 순간은 놓치지만. 뭐, 그래도 명탐정 에난☆ 이니까! 역시 거긴 불매운동을 하는게!... 아니, 신고해서 일본 과학 발전에 기여했어야.., 아, 맛있었다고 하니 제과 기술에도... 그래도 너 생각보다 잘 따라했다구? 반말에서 티가 났지만 카제하가 평소에 존댓말을 썼다면 완전 속았을거야.",2018-01-29
일본에서만 활동을 너무 많이 해서 해외활동을 줄이고 국내에서 자주 보게 해달라는 의미에서 불매운동을 한 거지 아이콘을 혹사시켜달라는 의미로 한 게 아니에요 제발 아이콘 건강도 신경 써주세요 저희는 아이콘을 많이 보는 것보다 아이콘이 건강한 게 최우선입니다 pic.twitter.com/494HaeYb55,2018-01-29
"정말 분기탱천할 상술이네요..기업이 이러지 못하게 중간에서 환경부?가 좀더 현실적으로 디테일하게 관리감독해야 할 텐데..늘 여론 앞에선 솜방망이 처벌 시늉,변죽만 올리다 빠지는 진짜는 기업편인 거죠ㅠㅠ 일본여성들처럼 전국적 불매운동이라도 가열차게 해야할 듯.",2018-01-24
네이버 불매운동은 네이버페이를 안 쓰는 게 아니야. 웹툰 조회수를 0으로 만들어버리면... 일본으로 건너가서 사용자들을 개무시할걸. #본성나오고막,2018-01-23
투덱해야되는대 망할신작은안올라가고있고해서요. 듣자하니 연세판매사놈들이 일본내 업글킷100만원중반대짜리를 300으로 뻥튀기받아낼려하고있다는거같은대.. 태그2때그렇게불매운동으로털리고도 정신을못차렸.....,2018-01-23
"일본극우정권,아베놈이 제대로된사과안하는짓에대해선 침묵질하고(일뽕이라도맞은듯)불매운동도안하면서 자국(자유대한민국)에 모든 책임,죄를 뒤집어씌어 자해질을하니..(아베,일본극우정권의 행태를 정치적으로 이용할수있어 좋아하는듯하니..) 아베+일본극우놈들이 안설치겟나?..미개한국민성ㅉㅉ",2018-01-16
"일본극우정권,아베놈이 제대로된사과안하는짓에대해선 침묵질하고(일뽕이라도맞은듯)불매운동도안하면서 자국(자유대한민국)에 모든 책임,죄를 뒤집어씌어 자해질을하니..(아베,일본극우정권의 행태를 정치적으로 이용할수있어 좋아하는듯하니..) 일본극우놈들이 계속저렇게설치는거..미개한국민성ㅉㅉ",2018-01-16
"일본극우정권,아베놈이 제대로된 사과를 안하는짓에대해선 침묵질하고(일뽕이라도맞은듯) 불매운동도안하면서 왜 자국(자유대한민국)에 모든 책임,죄를 뒤집어씌어 자해질하는지 (아베,일본극우정권의 행태를 정치적으로 이용할수있으니 좋아하는듯?) 누구 진짜 극우이고 매국질하는지 깨닫기바람!..",2018-01-16
"친일 청산을 이유로 대일 무역까지 흔드는 이런 기특한 행동이 대한민국에 미칠 파장은 생각했겠지 자존심 상해도 일본과의 전자 산업 역조를 견디며 지금의 반도체, 철강 기술을 일구었다 쪽팔리면 극일을 해야지 이런 불매운동은 한국에게 더 큰 댓가를 치르게 할것이다 https://twitter.com/ejii1212/status/950517475162013696 …",2018-01-11
일본불매운동해야함! https://twitter.com/ShinnSamuel/status/950543231607074816 …,2018-01-10
'구글 불매운동'이라도 해야할 상황이네요. 우리들의 어머니를 매춘부라니...과거에는 미국의 CIA가 독도를 일본땅으로 표기해서 난리가 났는데...정말 이러고도 한미혈맹 운운할 수 있는 건가요? http://v.media.daum.net/v/20180108205402320?f=m&rcmd=rn …,2018-01-08
일본양파가 엄청나게 시중에 풀렸네요 http://www.ddanzi.com/500431534 :일본 방사능 채소불매운동합시다,2018-01-06
