"구군","종별","의료기관명","소   재   지","일반 병상수","정신 병상수","요양 병상수","개설일자","전화번호"
"남구","의원","윤마취통증의학과의원","울산광역시 남구 삼산로 179, 2~3층 (달동, 영빌딩)","0","0","0","2013-04-22","052-256-5779"
"남구","의원","주연의원","울산광역시 남구 삼산로 260, 2 6층일부층 (삼산동)","0","0","0","2013-04-01","052-243-2030"
"남구","의원","오케이마취통증의학과의원","울산광역시 남구 수암로 230, 401호 (야음동)","0","0","0","2013-03-19","052-256-0200"
"남구","의원","엘리스의원","울산광역시 남구 돋질로302번길 35, 3, 4층 (삼산동)","0","0","0","2013-03-04","052-268-1205"
"남구","의원","윤철내과의원","울산광역시 남구 삼산로 51, 4층 (신정동)","23","0","0","2013-02-20","052-716-2525"
"남구","의원","수마취통증의학과의원","울산광역시 남구 대학로 136, 3층 (무거동)","0","0","0","2013-01-17","052-222-4688"
"남구","의원","미라인의원","울산광역시 남구 수암로 134, 4,5층 (야음동)","0","0","0","2013-01-07","052-994-8275"
"남구","의원","눈높이안과의원","울산광역시 남구 삼산로 254, 5,6층 (달동)","0","0","0","2012-12-14","052-700-7582"
"남구","의원","지아이연합내과의원","울산광역시 남구 중앙로 243-1, 5, 8층 (신정동)","0","0","0","2012-12-11","052-256-7253"
"남구","의원","미소드림의원","울산광역시 남구 돋질로302번길 31, 4층 (삼산동)","0","0","0","2012-08-17","052-265-1469"
"남구","의원","생생의원","울산광역시 남구 월평로 35, 2층 (신정동)","0","0","0","2012-06-07","052-269-3386"
"남구","의원","BB성형외과의원","울산광역시 남구 삼산로 254, 15, 17층 (달동, S타워)","0","0","0","2012-06-05","052-1544-5432"
"남구","의원","르네상스의원","울산광역시 남구 대공원로 241, 301,302,312,313호 (신정동, 대공원코오롱파크폴리스상가)","0","0","0","2012-03-19","052-716-1249"
"남구","의원","대향학문의원","울산광역시 남구 삼산로 283, 6층 (삼산동, 소망빌딩)","9","0","0","2012-02-28","052-258-4744"
"남구","의원","이창훈정신건강의학과의원","울산광역시 남구 대공원로 241, 4층 401호 (신정동, 대공원코오롱파크폴리스)","0","0","0","2012-01-02","052-265-2051"
"남구","의원","김재홍정신건강의학과의원","울산광역시 남구 삼산로 272, 201호 (삼산동, 프리던스빌딩)","0","0","0","2011-12-01","052-227-8664"
"남구","의원","라마르의원","울산광역시 남구 삼산로 251, 2층 (달동)","0","0","0","2011-08-12","052-260-1310"
"남구","의원","닥터굿재활의학과의원","울산광역시 남구 번영로 160, 5층 (달동, 제니스성형외과타워)","0","0","0","2011-06-03","052-225-0123"
"남구","의원","태경비뇨기과의원","울산광역시 남구 월평로 50, 4층 (신정동, 대륙빌딩)","0","0","0","2011-04-27","052-256-8575"
"남구","의원","주영산부인과의원","울산광역시 남구 삼산로 136, 4층 (달동)","3","0","0","2011-01-17","052-257-3935"
"남구","의원","김성희산부인과의원","울산광역시 남구 삼산로 283, 7층 (삼산동)","0","0","0","2010-12-24","052-227-3606"
"남구","의원","남종진다모의원","울산광역시 남구 북부순환도로 11, 4층 (무거동)","0","0","0","2010-12-16","052-224-0085"
"남구","의원","좋은산부인과의원","울산광역시 남구 삼산로278번길 8, 3층 (삼산동)","3","0","0","2010-09-30","052-261-1275"
"남구","의원","속편한내과의원","울산광역시 남구 삼산로 281, 8층 (삼산동, 정앤정빌딩)","0","0","0","2010-09-29","052-256-6336"
"남구","의원","신세계성형외과의원","울산광역시 남구 삼산로267번길 6-10, 4층 (삼산동)","0","0","0","2010-07-28","052-269-7070"
"남구","의원","채영수피부과의원","울산광역시 남구 삼산로 273, 8,9층일부층 (삼산동, 삼산타워)","0","0","0","2010-03-12","052-261-0778"
"남구","의원","옥동정형외과의원","울산광역시 남구 문수로 333 (옥동)","0","0","0","2010-03-11","052-261-0303"
"남구","의원","김은규산부인과의원","울산광역시 남구 수암로 134, 일중학원 302호 (야음동)","0","0","0","2010-03-08","052-273-0080"
"남구","의원","송은영유반외과의원","울산광역시 남구 삼산로 273, 12층 (삼산동, 삼산타워)","6","0","0","2010-03-04","052-266-6075"
"남구","의원","박창민가정의학과의원","울산광역시 남구 신정로 33, 3층 (달동)","0","0","0","2010-03-04","052-267-0896"
"남구","의원","영비뇨기과의원","울산광역시 남구 수암로 95, 2층 (신정동)","1","0","0","2009-12-30","052-268-0075"
"남구","의원","서울삼성비뇨기과산부인과의원","울산광역시 남구 삼산로 274, 5층 (삼산동)","2","0","0","2009-12-24","052-269-8575"
"남구","의원","울산밝은안과의원","울산광역시 남구 삼산로 274, 6층 (삼산동)","3","0","0","2009-11-24","052-267-2001"
"남구","의원","로뎀나무정신건강의학과의원","울산광역시 남구 삼산로 216, 7층 (달동, 인성빌딩)","0","0","0","2009-11-06","052-260-0023"
"남구","의원","김도하내과의원","울산광역시 남구 삼산로 273, 1102호 (삼산동, 삼산타원)","2","0","0","2009-10-20","052-275-7555"
"남구","의원","정애경미즈유의원","울산광역시 남구 삼산로 281 (삼산동)","2","0","0","2009-10-08","052-261-6006"
"남구","의원","제니스성형외과의원","울산광역시 남구 번영로 160 (달동)","14","0","0","2009-03-13","052-274-2009"
"남구","의원","신화의원","울산광역시 남구 삼산로 43, 2층 (신정동)","0","0","0","2009-02-10","052-261-9500"
"남구","의원","밝은성모안과의원","울산광역시 남구 수암로 118-3, 4층 (신정동)","0","0","0","2009-01-23","052-260-7581"
"남구","의원","화이트듀의원","울산광역시 남구 삼산로267번길 6-16 (삼산동)","0","0","0","2008-11-04","052-225-8275"
"남구","의원","에스의원","울산광역시 남구 삼산로278번길 8, 7층 (삼산동)","0","0","0","2008-07-18","052-707-1000"
"남구","의원","임정현내과의원","울산광역시 남구 삼산로 127, 2층 (달동)","0","0","0","2008-06-10","052-271-3232"
"남구","의원","정피부과의원","울산광역시 남구 삼산로 272, 1201호 (삼산동)","0","0","0","2008-06-05","052-707-1234"
"남구","의원","이현정산부인과의원","울산광역시 남구 삼산로 15, 2층 (신정동)","0","0","0","2008-05-27","052-256-1934"
"남구","의원","디엔샘내과의원","울산광역시 남구 삼산로 274, 802호 (삼산동)","0","0","0","2008-04-17","052-257-0037"
"남구","의원","명성의원","울산광역시 남구 수암로 287, 2,3층 (야음동)","0","0","0","2008-03-14","052-266-9001"
"남구","의원","마인드닥터의원","울산광역시 남구 삼산로 18, 3층 (신정동)","0","0","0","2008-03-06","052-260-7525"
"남구","의원","연세엘레핀의원","울산광역시 남구 삼산중로 69, 6층 (달동)","0","0","0","2007-11-12","052-267-7004"
"남구","의원","우리이비인후과의원","울산광역시 남구 대학로 138, 8층 (무거동)","2","0","0","2007-09-03","052-249-2600"
"남구","의원","고운피부과의원","울산광역시 남구 삼산로 274, 9층 (삼산동, W-Center)","0","0","0","2007-08-02","052-269-3100"
"남구","의원","이레성형외과의원","울산광역시 남구 돋질로302번길 27, 3층 (삼산동)","0","0","0","2007-06-27","052-275-5777"
"남구","의원","다정흉부외과의원","울산광역시 남구 삼산로 283, 9층 (삼산동)","2","0","0","2007-04-30","052-267-7582"
"남구","의원","윤태권내과의원","울산광역시 남구 중앙로 14, 2층 202호 (야음동, 덕산플라자)","0","0","0","2007-04-16","052-257-3421"
"남구","의원","닥터조앤박의원","울산광역시 남구 삼산중로 71, 3층 (달동)","0","0","0","2007-04-05","052-260-1277"
"남구","의원","코넬비뇨기과의원","울산광역시 남구 삼산로 136, 2층 (달동)","0","0","0","2007-04-05","052-265-7575"
"남구","의원","새아침연합내과의원","울산광역시 남구 수암로 118-3, 5층 (신정동)","0","0","0","2006-11-28","052-246-3000"
"남구","의원","엔비의원","울산광역시 남구 화합로 150, 6층 (삼산동)","0","0","0","2006-06-29","052-261-7553"
"남구","의원","수앤미정신건강의학과의원","울산광역시 남구 수암로 108, 2층 (신정동)","0","0","0","2006-05-25","052-273-6075"
"남구","의원","키즈메디소아청소년과의원","울산광역시 남구 신복로72번길 28-6, 2층 (무거동)","0","0","0","2006-02-20","052-277-7797"
"남구","의원","공업탑강남피부과의원","울산광역시 남구 삼산로 8, 2층 (신정동)","0","0","0","2005-11-01","052-260-5523"
"남구","의원","서울탑비뇨기과의원","울산광역시 남구 삼산로 260, 11층 (삼산동, 주연클리닉)","0","0","0","2005-11-01","052-276-5995"
"남구","의원","울산영상의학과의원","울산광역시 남구 삼산로 266 (삼산동)","0","0","0","2005-09-06","052-244-8044"
"남구","의원","스타케이의원","울산광역시 남구 삼산로 272, 10층 (삼산동)","0","0","0","2005-07-29","052-256-7585"
"남구","의원","손병민산부인과의원","울산광역시 남구 삼산중로 86 (삼산동)","0","0","0","2005-07-21","052-273-7878"
"남구","의원","김현진산부인과의원","울산광역시 남구 삼산로 257 (달동)","0","0","0","2005-07-04","052-256-5866"
"남구","의원","우광훈내과의원","울산광역시 남구 삼산로 260 (삼산동)","0","0","0","2005-05-19","052-268-2090"
"남구","의원","삼성연합가정의학과의원","울산광역시 남구 문수로369번길 65 (신정동)","0","0","0","2005-05-11","052-271-4550"
"남구","의원","울산선암의원","울산광역시 남구 두왕로64번길 5-14 (선암동)","0","0","0","2005-05-02","052-275-6322"
"남구","의원","미래이비인후과의원","울산광역시 남구 북부순환도로 23 (무거동)","0","0","0","2005-04-26","052-221-2653"
"남구","의원","유호근의원","울산광역시 남구 두왕로190번길 49 (선암동)","0","0","0","2005-03-23","052-271-0199"
"남구","의원","이연경소아청소년과의원","울산광역시 남구 수암로 118-3 (신정동)","0","0","0","2005-03-18","052-257-7555"
"남구","의원","나비샘연합의원","울산광역시 남구 봉월로 5, 4~5층 (신정동)","5","0","0","2005-03-07","052-275-2988"
"남구","의원","순풍산부인과의원","울산광역시 남구 북부순환도로 10 (무거동)","1","0","0","2005-03-02","052-222-8833"
"남구","의원","센텀신경외과의원","울산광역시 남구 문수로 376 (옥동)","0","0","0","2005-02-02","052-271-8833"
"남구","의원","유사랑외과의원","울산광역시 남구 삼산로 260, 9층 (삼산동, 주연클리닉)","0","0","0","2005-01-27","052-260-6075"
"남구","의원","울산효자손마취통증의학과의원","울산광역시 남구 중앙로 243 (신정동)","0","0","0","2004-11-10","052-258-8111"
"남구","의원","사랑가득한의원","울산광역시 남구 수암로 148, 3층 (야음동, 홈플러스)","0","0","0","2004-10-30","052-261-9155"
"남구","의원","음현진산부인과의원","울산광역시 남구 삼산로 166, 4층 (달동)","1","0","0","2004-07-08","052-271-6788"
"남구","의원","닥터적맥의원","울산광역시 남구 삼산로 260, 8층 (삼산동)","4","0","0","2004-06-18","052-267-3375"
"남구","의원","옥동우리이비인후과의원","울산광역시 남구 문수로 376, 3층 (옥동)","0","0","0","2004-06-09","052-258-7588"
"남구","의원","김진우심당내과의원","울산광역시 남구 삼산로 167, 2층 (달동)","0","0","0","2004-05-21","052-271-3071"
"남구","의원","수암우리이비인후과의원","울산광역시 남구 수암로 130 (야음동)","0","0","0","2004-04-30","052-268-7582"
"남구","의원","이브산부인과의원","울산광역시 남구 수암로 130 (야음동)","0","0","0","2004-04-10","052-276-8575"
"남구","의원","굿마인드의원","울산광역시 남구 중앙로 164, 2, 4층 (달동)","0","0","0","2004-04-01","052-269-0167"
"남구","의원","고운님여성의원","울산광역시 남구 봉월로 5 (신정동)","2","0","0","2004-03-29","052-269-4876"
"남구","의원","메디포맨비뇨기과의원","울산광역시 남구 삼산로 266, 1101호 (삼산동, 굿모닝클리닉)","0","0","0","2003-10-16","052-276-9111"
"남구","의원","코아이비인후과의원","울산광역시 남구 삼산로 281, 9층 (삼산동, 정앤정크리닉빌딩)","0","0","0","2003-09-29","052-257-8300"
"남구","의원","시제이여성의원","울산광역시 남구 중앙로 243, 5~6층 (신정동)","0","0","0","2003-04-04","052-256-5311"
"남구","의원","서울아침의원","울산광역시 남구 대학로 128, 3층 (무거동, 하늘빌딩)","0","0","0","2003-04-02","052-277-0868"
"남구","의원","마마파파베이비산부인과의원","울산광역시 남구 삼산로 247, 15~17층 (달동, 마마파파&베이비빌딩)","9","0","0","2003-03-20","052-258-6006"
"남구","의원","울산편한내과의원","울산광역시 남구 번영로 119, 3~5층 (달동)","0","0","0","2003-03-03","052-272-2726"
"남구","의원","김창환마취통증의학과의원","울산광역시 남구 대학로 138, 3층 (무거동, 신정빌딩)","0","0","0","2003-02-11","052-277-8888"
"남구","의원","새서울정형외과의원","울산광역시 남구 문수로 338, 2,6층 (옥동, 유원빌딩)","3","0","0","2003-01-10","052-256-0909"
"남구","의원","굿모닝창문외과의원","울산광역시 남구 대학로 138, 5층 (무거동, 신정빌딩)","9","0","0","2002-12-02","052-249-8275"
"남구","의원","윤혜정산부인과의원","울산광역시 남구 대학로 138, 6층 (무거동, 신정빌딩)","0","0","0","2002-11-25","052-277-9595"
"남구","의원","위앤장탑내과의원","울산광역시 남구 삼산로 266, 4층 (삼산동, 굿모닝빌딩)","0","0","0","2002-11-13","052-271-7585"
"남구","의원","윤영민정형외과의원","울산광역시 남구 굴화3길 5-3, 지하1,1,2,5층 (무거동)","7","0","0","2002-11-01","052-249-9200"
"남구","의원","노블의원","울산광역시 남구 삼산로 275, 5층 (삼산동)","0","0","0","2002-10-31","052-265-0056"
"남구","의원","이바담그룹의원","울산광역시 남구 삼산로 266, 10층 (삼산동, 굿모닝클리닉)","0","0","0","2002-10-18","052-272-6630"
"남구","의원","새신화의원","울산광역시 남구 옥현로58번길 4, 3층 (무거동)","0","0","0","2002-09-27","052-249-2300"
"남구","의원","양경철성형외과의원","울산광역시 남구 삼산로 115, 4층 (달동)","0","0","0","2002-07-20","052-227-2323"
"남구","의원","정성의원","울산광역시 남구 삼산로 74 (달동, 롯데마트울산점)","0","0","0","2002-04-18","052-258-1405"
"남구","의원","권학수정신건강의학과의원","울산광역시 남구 삼산중로 67, 4층 (달동, 송호빌딩)","0","0","0","2002-04-16","052-256-0875"
"남구","의원","행복한비뇨기과의원","울산광역시 남구 대학로 136 (무거동)","0","0","0","2002-04-12","052-222-0007"
"남구","의원","이강길성형외과의원","울산광역시 남구 삼산로 269 (삼산동)","0","0","0","2002-04-09","052-243-9944"
"남구","의원","나사렛피부과의원","울산광역시 남구 삼산로 269, 5층 (삼산동, 탑텐클리닉)","0","0","0","2002-04-06","052-256-0211"
"남구","의원","미래의원","울산광역시 남구 수암로 130, 6층 (야음동)","0","0","0","2002-04-03","052-268-0050"
"남구","의원","김동욱내과의원","울산광역시 남구 삼산로 269, 8층 (삼산동)","0","0","0","2002-03-16","052-227-0275"
"남구","의원","우리들마취통증의학과의원","울산광역시 남구 삼산로 281, 5층 (삼산동)","0","0","0","2002-03-15","052-268-0033"
"남구","의원","푸른비뇨기과의원","울산광역시 남구 삼산로 281, 6층 (삼산동, 정&정빌딩)","0","0","0","2002-03-15","052-260-4800"
"남구","의원","김종옥이비인후과의원","울산광역시 남구 신정로 35, 3층 (달동, 선영빌딩)","0","0","0","2002-03-15","052-260-0285"
"남구","의원","고옥산부인과의원","울산광역시 남구 삼산로 269, 7층 (삼산동, 탑텐크리닉)","3","0","0","2002-03-15","052-257-0075"
"남구","의원","굿모닝이비인후과의원","울산광역시 남구 남중로 37, 5,6,7층 (삼산동)","9","0","0","2002-03-06","052-271-2975"
"남구","의원","권성운내과의원","울산광역시 남구 문수로 331, 3층 (옥동)","0","0","0","2002-01-05","052-256-1717"
"남구","의원","문현수이비인후과의원","울산광역시 남구 중앙로 243, 3층 (신정동)","0","0","0","2001-12-27","052-268-9914"
"남구","의원","메디아트의원","울산광역시 남구 삼산로 283, 4층 (삼산동)","0","0","0","2001-12-03","052-258-7582"
"남구","의원","바른정형외과의원","울산광역시 남구 돋질로 295, 1,4,5층 (삼산동)","0","0","0","2001-09-29","052-227-0999"
"남구","의원","홍승범정신건강의학과의원","울산광역시 남구 삼산로 15, 5층 (신정동, 세안빌딩)","0","0","0","2001-09-14","052-272-0069"
"남구","의원","나은정형외과의원","울산광역시 남구 중앙로 242 (신정동)","0","0","0","2001-08-10","052-268-5612"
"남구","의원","참조은내과의원","울산광역시 남구 수암로 113, 1~2,4층 (신정동)","0","0","0","2001-06-30","052-273-7800"
"남구","의원","서울의원","울산광역시 남구 신복로72번길 28-14, 2층 (무거동)","0","0","0","2001-05-18","052-277-2775"
"남구","의원","선비뇨기과의원","울산광역시 남구 삼산로 25-1, 3층 (신정동)","2","0","0","2001-05-08","052-269-0075"
"남구","의원","강남비뇨기과의원","울산광역시 남구 삼산로 26, 2층 (신정동, 공업탑 하트랜드)","0","0","0","2001-04-03","052-260-5523"
"남구","의원","전내과의원","울산광역시 남구 번영로107번길 1, 3~5층 (달동)","0","0","0","2001-03-13","052-267-7272"
"남구","의원","김복근내과의원","울산광역시 남구 신정로 39, 2층 (달동)","0","0","0","2001-03-03","052-267-0975"
"남구","의원","엄재화내과의원","울산광역시 남구 삼산로 10 (신정동)","0","0","0","2001-02-17","052-257-7955"
"남구","의원","김지선정신건강의학과의원","울산광역시 남구 삼산중로 65, 4층 (달동, 제일빌딩)","0","0","0","2001-02-12","052-265-3456"
"남구","의원","황인태영상의학과의원","울산광역시 남구 삼산로 275, 7층 (삼산동, 킴스빌딩)","0","0","0","2001-01-20","052-257-9275"
"남구","의원","연세의원","울산광역시 남구 대암로 69, 3층 (야음동, 신정현대프라자)","0","0","0","2001-01-18","052-258-5246"
"남구","의원","정유성류마내과의원","울산광역시 남구 중앙로 263 (신정동)","0","0","0","2000-10-09","052-258-2583"
"남구","의원","신세계안과의원","울산광역시 남구 삼산로 285, 2~9층 (삼산동)","16","0","0","2000-08-29","052-275-0001"
"남구","의원","김호철내과의원","울산광역시 남구 북부순환도로 13, 3층 (무거동)","0","0","0","2000-04-10","052-247-5936"
"남구","의원","김진내과의원","울산광역시 남구 수암로 230, 3층 (야음동)","0","0","0","2000-04-07","052-258-2443"
"남구","의원","박수연소아청소년과의원","울산광역시 남구 대암로 69, 301~303호 (야음동)","0","0","0","2000-03-09","052-260-7288"
"남구","의원","명이비인후과의원","울산광역시 남구 수암로 115 (신정동)","1","0","0","2000-02-02","052-227-1525"
"남구","의원","연세리더스의원","울산광역시 남구 삼산중로 65, 2~3층 (달동)","0","0","0","1999-07-12","052-273-7511"
"남구","의원","가족보건의원","울산광역시 남구 봉월로 63, 1,2층 (신정동)","0","0","0","1999-04-15","052-273-4463"
"남구","의원","변준영이비인후과의원","울산광역시 남구 북부순환도로 16 (무거동)","0","0","0","1999-03-13","052-224-7482"
"남구","의원","세종의원","울산광역시 남구 거마로134번길 17, 2층 (신정동, 국제빌딩)","0","0","0","1999-03-02","052-267-8500"
"남구","의원","울산제일의원","울산광역시 남구 수암로 230, 2층 (야음동)","0","0","0","1998-11-30","052-271-8588"
"남구","의원","킴스마취통증의학과의원","울산광역시 남구 삼산로 269, 10층 (삼산동)","0","0","0","1998-11-26","052-261-6465"
"남구","의원","정안과의원","울산광역시 남구 북부순환도로 13, 2층 (무거동)","0","0","0","1998-11-23","052-247-8275"
"남구","의원","제갈이비인후과의원","울산광역시 남구 삼산로 25-1, 5층 (신정동)","0","0","0","1998-11-04","052-267-4733"
"남구","의원","다나산부인과의원","울산광역시 남구 삼산로 266 (삼산동)","2","0","0","1998-10-15","052-266-9777"
"남구","의원","서울이비인후과의원","울산광역시 남구 삼산로 257 (달동)","0","0","0","1998-08-17","052-266-7177"
"남구","의원","강남피부과의원","울산광역시 남구 삼산로 257, 4층 (달동)","0","0","0","1998-08-17","052-260-5522"
"남구","의원","한길내과의원","울산광역시 남구 삼산로 209, 2,3층 (달동)","0","0","0","1998-05-15","052-269-1400"
"남구","의원","엄피부과의원","울산광역시 남구 북부순환도로 24, 4층 (무거동)","0","0","0","1998-04-27","052-249-5255"
"남구","의원","김형규학문외과의원","울산광역시 남구 북부순환도로 13, 5층 (무거동, 보령메디칼빌딩)","4","0","0","1998-04-22","052-224-0717"
"남구","의원","울산성모안과의원","울산광역시 남구 삼산로 201, 2층 (달동)","20","0","0","1998-04-21","052-275-0775"
"남구","의원","창조피부과의원","울산광역시 남구 삼산로267번길 8, 3층 (삼산동)","0","0","0","1998-02-27","052-261-0056"
"남구","의원","강문규내과의원","울산광역시 남구 삼산로 283, 5층 (삼산동)","0","0","0","1997-11-19","052-274-9641"
"남구","의원","남부의원","울산광역시 남구 중앙로 246, 1층 (신정동)","0","0","0","1997-10-15","052-273-7268"
"남구","의원","페밀리신경외과의원","울산광역시 남구 대학로 144, 2,3,8층 (무거동)","12","0","0","1997-08-13","052-249-4100"
"남구","의원","예일맘여성의원","울산광역시 남구 대학로169번길 9, 2층 (무거동)","0","0","0","1997-07-18","052-221-3333"
"남구","의원","윤문한마취과의원","울산광역시 남구 수암로 5 (신정동)","0","0","0","1997-05-12","052-268-2370"
"남구","의원","울산중앙의원","울산광역시 남구 수암로 288 (야음동)","0","0","0","1997-04-02","052-257-5600"
"남구","의원","새현대의원","울산광역시 남구 문수로 396 (옥동)","0","0","0","1997-03-14","052-258-7604"
"남구","의원","영남의원","울산광역시 남구 대학로33번길 17 (무거동)","0","0","0","1997-02-17","052-277-5074"
"남구","의원","한나산부인과의원","울산광역시 남구 수암로 113 (신정동)","2","0","0","1996-11-20","052-268-7901"
"남구","의원","명안과의원","울산광역시 남구 번영로 178 (달동)","15","0","0","1996-11-12","052-273-8511"
"남구","의원","탑흉부외과의원","울산광역시 남구 번영로 96 (달동)","2","0","0","1996-10-12","052-266-7077"
"남구","의원","새울산의원","울산광역시 남구 처용로 16, 1층 (야음동)","0","0","0","1996-08-26","052-268-1981"
"남구","의원","온이비인후과의원","울산광역시 남구 삼산중로 71, 2층 (달동)","0","0","0","1996-03-06","052-275-0515"
"남구","의원","울산탑비뇨기과의원","울산광역시 남구 화합로 196 (삼산동)","2","0","0","1996-03-02","052-261-5885"
"남구","의원","강문수내과의원","울산광역시 남구 대학로 141 (무거동)","0","0","0","1995-11-09","052-249-0645"
"남구","의원","드림비뇨기과의원","울산광역시 남구 삼산로 243, 3층 (달동, 종범빌딩)","0","0","0","1995-04-28","052-265-3642"
"남구","의원","박안과의원","울산광역시 남구 대학로 136, 3층 (무거동, 정빌딩)","0","0","0","1995-02-24","052-223-4311"
"남구","의원","김정호소아과의원","울산광역시 남구 수암로 122 (야음동)","0","0","0","1994-05-02","052-272-1062"
"남구","의원","유영훈내과의원","울산광역시 남구 삼산로 24, 2층 (신정동)","0","0","0","1994-04-13","052-260-3539"
"남구","의원","나요한의원","울산광역시 남구 처용로26번길 18 (야음동)","0","0","0","1993-06-19","052-269-8893"
"남구","의원","고려의원","울산광역시 남구 삼호로 79 (무거동)","4","0","0","1993-06-10","052-247-5163"
"남구","의원","성모정형외과의원","울산광역시 남구 수암로 95 (신정동)","19","0","0","1993-05-22","052-260-7575"
"남구","의원","김지수마취통증의학과의원","울산광역시 남구 중앙로 254, 2층 (신정동, 상운빌딩)","0","0","0","1993-01-27","052-261-6156"
"남구","의원","백신경외과정형외과의원","울산광역시 남구 봉월로 172, 1,2,4,5층 (신정동)","29","0","0","1992-08-19","052-267-4107"
"남구","의원","홍내과의원","울산광역시 남구 문수로 346 (옥동)","0","0","0","1992-04-17","052-265-7629"
"남구","의원","정소아청소년과의원","울산광역시 남구 중앙로 243-1, 4층 (신정동)","0","0","0","1992-03-28","052-266-9363"
"남구","의원","신정재활의학과의원","울산광역시 남구 중앙로 253, 2층 (신정동)","0","0","0","1992-02-28","052-265-5824"
"남구","의원","굿모닝안과의원","울산광역시 남구 삼산로 266, 2,3층 (삼산동, 굿모닝클리닉)","8","0","0","1992-02-10","052-261-5909"
"남구","의원","건강한내과의원","울산광역시 남구 대학로 136, 4층 (무거동)","0","0","0","1991-08-06","052-247-6813"
"남구","의원","녹십자의원","울산광역시 남구 수암로 107, 2층 (신정동)","0","0","0","1991-04-22","052-266-2767"
"남구","의원","이경민소아과의원","울산광역시 남구 거마로118번길 17 (신정동)","0","0","0","1991-03-16","052-274-2229"
"남구","의원","이성희내과의원","울산광역시 남구 수암로 118, 2,3층 (신정동)","0","0","0","1991-02-07","052-269-5374"
"남구","의원","양이비인후과의원","울산광역시 남구 수암로 105, 2층 (신정동)","0","0","0","1990-05-04","052-267-9200"
"남구","의원","울산의원","울산광역시 남구 정동로 73 (삼산동)","0","0","0","1990-04-23","052-268-1980"
"남구","의원","윤비뇨기과의원","울산광역시 남구 중앙로 243 (신정동)","0","0","0","1990-02-06","052-268-6363"
"남구","의원","보령의원","울산광역시 남구 문수로369번길 3 (옥동)","0","0","0","1989-08-10","052-271-0991"
"남구","의원","박화정의원","울산광역시 남구 중앙로 286-1, 2층 (신정동)","0","0","0","1989-06-09","052-274-5600"
"남구","의원","고든정형외과의원","울산광역시 남구 번영로 115 (달동)","8","0","0","1989-05-09","052-258-3390"
"남구","의원","김안과의원","울산광역시 남구 삼산로 12 (신정동)","0","0","0","1989-05-04","052-271-8272"
"남구","의원","박원대내과의원","울산광역시 남구 중앙로 241 (신정동)","0","0","0","1989-02-23","052-271-1240"
"남구","의원","현대영상의학과의원","울산광역시 남구 삼산로 117 (달동)","0","0","0","1985-04-30","052-258-5536"
"남구","의원","허동은산부인과의원","울산광역시 남구 중앙로 278-1 (신정동)","0","0","0","1983-12-03","052-274-7002"
"남구","부속의원","SK에너지부속의원","울산광역시 남구 신여천로 2(고사동)","0","0","0","1982-07-16","052-208-2391"
"남구","부속의원","울산지방법원부속의원","울산광역시 남구 법대로 55(옥동)","0","0","0","2018-04-11","052-216-8156"
"남구","치과의원","이좋은치과의원","울산광역시 남구 삼산로 254, 7층 (달동)","0","0","0","2018-06-11","052-266-2833"
"남구","치과의원","경희자연치과의원","울산광역시 남구 삼산로 272, 8층 (삼산동)","0","0","0","2017-12-27","052-707-2882"
"남구","치과의원","옥동센텀치과의원","울산광역시 남구 문수로 335, 2층 (옥동)","0","0","0","2017-12-26","052-708-2175"
"남구","치과의원","바른진치과의원","울산광역시 남구 문수로 329, 2층 (옥동)","0","0","0","2017-07-26","052-201-2875"
"남구","치과의원","건강한 치과의원","울산광역시 남구 문수로 406, 3층 (신정동, 농협중앙회울주군지부)","0","0","0","2017-07-05","052-267-2275"
"남구","치과의원","큰뿌리치과의원","울산광역시 남구 신정로 39, 4층 (달동)","0","0","0","2017-04-19","052-228-2828"
"남구","치과의원","심플치과의원","울산광역시 남구 삼산로 247 (달동, 마마파파엔베이비빌딩)","0","0","0","2017-03-06","052-716-1038"
"남구","치과의원","이드림치과의원","울산광역시 남구 삼산로 277 (삼산동, 태진빌딩)","0","0","0","2016-12-26","052-266-1177"
"남구","치과의원","조은턱치과의원","울산광역시 남구 삼산로 213, 4층 (달동, 웰빙메디타워)","0","0","0","2016-08-04","052-716-1028"
"남구","치과의원","울들치과의원","울산광역시 남구 중앙로 228, 4층 (신정동)","0","0","0","2016-06-10","052-289-2875"
"남구","치과의원","울산부부치과의원","울산광역시 남구 수암로 220, 4층 (야음동, 명신빌딩)","0","0","0","2016-05-12","052-922-2875"
"남구","치과의원","닥터K치과의원","울산광역시 남구 팔등로 86-1, 2층 (신정동)","0","0","0","2016-04-12","052-257-2275"
"남구","치과의원","자이삼성치과의원","울산광역시 남구 삼산로 231, 4층 404~406호 (달동, 울산센트럴자이)","0","0","0","2016-02-18","052-716-7214"
"남구","치과의원","야음앞선치과의원","울산광역시 남구 수암로 130, 5층 (야음동)","0","0","0","2016-01-21","052-272-2879"
"남구","치과의원","서울락치과의원","울산광역시 남구 삼산로 127, 3층 (달동)","0","0","0","2016-01-08","052-287-2828"
"남구","치과의원","제이앤디(J&D)복이치과의원","울산광역시 남구 북부순환도로 17, 1511~1512호 (무거동, 남운프라자)","0","0","0","2016-01-04","052-246-2828"
"남구","치과의원","드림연합치과의원","울산광역시 남구 삼산로 287 (삼산동, 12, 13층)","0","0","0","2015-10-21","052-260-8275"
